,house_type,house_type_2,rooms,m2,elevator,garage,neighborhood,district,price,prediction_label,error
10553,chalet,exterior,6,400.0,False,True,Aravaca,moncloa,1300000,1414528.01,-114528.01000000001
15385,planta 2,exterior,1,49.0,True,False,Casco Histórico de Vallecas,villa-de-vallecas,132000,140229.0,-8229.0
2376,planta 2,exterior,4,195.0,True,False,Castellana,barrio de salamanca,1700000,1458569.12,241430.8799999999
13327,planta 1,exterior,2,115.0,True,False,Cuzco-Castillejos,tetuan,450000,522419.99,-72419.98999999999
2368,planta 4,interior,4,94.0,True,False,Goya,barrio de salamanca,557500,567065.0,-9565.0
10915,bajo,exterior,1,50.0,True,False,Aravaca,moncloa,230000,239121.0,-9121.0
576,planta 1,exterior,1,49.0,True,False,Delicias,Arganzuela,229100,219571.96,9528.040000000008
6411,planta 5,exterior,3,148.0,True,False,Almagro,chamberi,1390000,1273530.5,116469.5
9906,planta 1,exterior,1,63.0,True,False,Lucero,latina,170900,164471.74,6428.260000000009
6506,bajo,interior,2,65.0,True,False,Trafalgar,chamberi,420000,413680.0,6320.0
9508,bajo,exterior,2,85.0,True,True,Canillas,hortaleza,378000,367499.0,10501.0
2032,planta 5,exterior,5,265.0,True,True,Castellana,barrio de salamanca,2200000,2135060.0,64940.0
14266,planta 2,exterior,1,52.0,True,True,Valdeacederas,tetuan,270000,232052.0,37948.0
7538,planta 3,exterior,3,58.0,False,False,Pueblo Nuevo,ciudad lineal,150000,159884.2,-9884.200000000012
6619,planta 7,exterior,5,412.0,True,False,Almagro,chamberi,4100000,4012150.0,87850.0
12840,planta 1,exterior,3,82.0,False,False,Canillejas,san-blas,185000,243141.30333333332,-58141.303333333315
8351,planta 5,exterior,3,130.0,True,True,Las Tablas,fuencarral,680000,651281.6666666666,28718.333333333372
4376,planta 3,interior,1,27.0,False,False,Lavapiés-Embajadores,centro,131000,136051.58441558442,-5051.584415584424
139,planta 3,interior,2,84.0,True,True,Palos de Moguer,Arganzuela,410000,412029.0,-2029.0
7481,planta 3,exterior,3,82.0,True,False,San Pascual,ciudad lineal,250000,307654.98,-57654.97999999998
4853,planta 2,exterior,2,95.0,True,False,El Viso,chamartin,750000,744923.4285714286,5076.571428571362
913,planta 7,exterior,5,172.0,True,False,Castellana,barrio de salamanca,1100000,1144590.0,-44590.0
4990,planta 12,exterior,3,266.0,True,True,Prosperidad,chamartin,1375000,1369900.0,5100.0
5832,planta 10,exterior,2,290.0,True,False,El Viso,chamartin,2300000,2140590.0,159410.0
6208,planta 2,interior,1,61.0,True,False,Trafalgar,chamberi,470000,402403.0,67597.0
14267,planta 6,exterior,4,80.0,True,False,Berruguete,tetuan,278500,285794.72,-7294.719999999972
15754,planta 2,exterior,3,75.0,True,False,San Cristóbal,villaverde,85300,110214.2,-24914.199999999997
8729,planta 10,exterior,4,125.0,True,False,Peñagrande,fuencarral,479000,525266.8,-46266.80000000005
11316,planta 5,exterior,2,87.0,True,False,Palomeras Bajas,puente-de-vallecas,145000,174534.33333333337,-29534.333333333372
11525,planta 3,exterior,3,61.0,False,False,Numancia,puente-de-vallecas,144900,137588.87987012987,7311.120129870134
10199,bajo,exterior,3,65.0,False,False,Los Cármenes,latina,119000,169699.8,-50699.79999999999
5613,bajo,interior,2,39.0,True,False,Bernabéu-Hispanoamérica,chamartin,215000,233083.97,-18083.97
8323,planta 1,exterior,3,100.0,True,True,Montecarmelo,fuencarral,495000,486166.0,8834.0
2931,planta 5,exterior,4,135.0,True,True,Abrantes,carabanchel,435000,428376.5,6623.5
12960,planta 2,exterior,1,80.0,True,True,Rejas,san-blas,239000,288679.3333333334,-49679.33333333337
715,bajo,exterior,3,190.0,True,True,Alameda de Osuna,barajas,749000,755987.7297142856,-6987.729714285582
6564,planta 1,interior,3,135.0,True,False,Gaztambide,chamberi,520000,597620.0,-77620.0
9628,planta 10,exterior,2,67.0,True,False,Aluche,latina,145500,163880.0,-18380.0
2986,planta 1,exterior,2,100.0,True,True,Puerta Bonita,carabanchel,250000,248375.0,1625.0
8730,bajo,exterior,2,48.0,False,False,Tres Olivos - Valverde,fuencarral,126000,136837.60666666666,-10837.60666666666
905,planta 3,exterior,4,280.0,True,False,Recoletos,barrio de salamanca,3400000,3150120.0,249880.0
14083,bajo,exterior,2,33.0,False,False,Berruguete,tetuan,75000,89286.5,-14286.5
8176,planta 5,exterior,3,158.0,True,True,Dúplex en Las Tablas,fuencarral,649000,638560.0,10440.0
537,planta 1,exterior,1,70.0,True,False,Acacias,Arganzuela,285000,297353.99,-12353.98999999999
411,planta 2,exterior,3,126.0,True,True,Imperial,Arganzuela,620000,622911.6,-2911.5999999999767
10975,bajo,exterior,1,35.0,False,False,Casa de Campo,moncloa,141750,146350.5,-4600.5
7426,planta 1,exterior,4,162.0,True,True,San Juan Bautista,ciudad lineal,858000,840530.0,17470.0
1061,entreplanta,exterior,7,460.0,True,True,Goya,barrio de salamanca,1699000,1971469.01,-272469.01
5752,chalet,exterior,9,500.0,False,True,Casa o chalet independiente en Nueva España,chamartin,2500000,2984300.0,-484300.0
3175,planta 2,exterior,2,60.0,False,False,San Isidro,carabanchel,129000,125895.60833333334,3104.391666666663
9459,planta 2,exterior,5,147.0,True,False,Apóstol Santiago,hortaleza,370000,509716.0,-139716.0
9160,planta 5,exterior,3,113.0,True,True,Sanchinarro,hortaleza,556000,547660.0,8340.0
7240,planta 1,exterior,4,186.0,False,True,San Juan Bautista,ciudad lineal,858000,861129.0,-3129.0
13709,planta 3,exterior,1,76.0,True,False,Ventilla-Almenara,tetuan,390000,389115.0,885.0
9680,casa,exterior,4,116.0,False,False,Los Cármenes,latina,282000,265184.0,16816.0
14218,planta 2,interior,3,63.0,False,False,Cuzco-Castillejos,tetuan,320000,293890.0,26110.0
12521,planta 3,interior,4,125.0,True,False,Pacífico,retiro,440000,453780.0,-13780.0
888,planta 1,exterior,4,440.0,True,False,Castellana,barrio de salamanca,3960000,3867800.0,92200.0
12961,bajo,interior,2,58.0,False,False,Canillejas,san-blas,169000,208531.0,-39531.0
1301,planta 5,exterior,1,32.0,True,False,Lista,barrio de salamanca,290000,266867.0,23133.0
3793,planta 2,exterior,1,95.0,False,False,Palacio,centro,445000,450650.97,-5650.969999999972
11827,planta 1,exterior,2,55.0,False,False,Palomeras Bajas,puente-de-vallecas,125000,119858.16666666669,5141.833333333314
6525,planta 12,exterior,3,175.0,True,False,Gaztambide,chamberi,950000,931401.0,18599.0
1992,planta 3,interior,1,45.0,True,False,Lista,barrio de salamanca,294900,305158.0,-10258.0
12481,planta 2,exterior,6,401.0,True,False,Jerónimos,retiro,4250000,2748566.616666666,1501433.3833333338
8500,planta 1,exterior,4,151.0,True,False,La Paz,fuencarral,564000,572352.5238095238,-8352.523809523787
11107,planta 3,exterior,3,60.0,False,False,Fontarrón,moratalaz,155000,151429.21241529717,3570.7875847028336
748,bajo,exterior,4,145.0,True,False,Alameda de Osuna,barajas,425000,475527.5,-50527.5
8686,planta 1,exterior,1,62.0,True,False,Pilar,fuencarral,275000,216403.83333333337,58596.16666666663
8995,planta 3,exterior,2,122.0,True,True,Valdebebas - Valdefuentes,hortaleza,480000,514029.5,-34029.5
6533,planta 1,exterior,2,90.0,True,True,Trafalgar,chamberi,850000,734062.8333333335,115937.16666666651
9105,planta 3,exterior,2,53.0,False,False,Pinar del Rey,hortaleza,160000,155698.0,4302.0
222,bajo,interior,2,52.0,True,False,Delicias,Arganzuela,203000,178530.0,24470.0
11447,planta 5,exterior,3,59.0,True,False,Numancia,puente-de-vallecas,153000,148193.0,4807.0
13706,planta 14,exterior,3,146.0,True,True,Valdeacederas,tetuan,798000,750660.0,47340.0
14983,planta 1,exterior,2,84.0,True,True,Casco Histórico de Vicálvaro,vicalvaro,295000,286226.0,8774.0
15049,planta 5,exterior,2,93.0,True,True,El Cañaveral,vicalvaro,353000,343434.14285714284,9565.85714285716
1397,planta 2,exterior,1,65.0,True,True,Recoletos,barrio de salamanca,735000,732136.6666666667,2863.3333333332557
10500,planta 2,exterior,3,208.0,True,False,Argüelles,moncloa,760000,953531.0,-193531.0
1007,planta 6,exterior,5,230.0,True,False,Castellana,barrio de salamanca,1245000,1523180.0,-278180.0
4487,planta 2,interior,2,54.0,False,False,Lavapiés-Embajadores,centro,195000,207968.75,-12968.75
306,planta 2,exterior,2,97.0,True,False,Acacias,Arganzuela,349000,331196.6666666667,17803.333333333314
10731,chalet,exterior,5,449.0,False,True,Valdemarín,moncloa,1470000,1535490.0,-65490.0
136,planta 3,exterior,1,48.0,False,False,Imperial,Arganzuela,190000,196700.0,-6700.0
13333,planta 5,exterior,4,208.0,True,False,Cuatro Caminos,tetuan,995000,1064699.99,-69699.98999999999
4825,planta 8,exterior,4,367.0,True,True,Nueva España,chamartin,2450000,2649290.0,-199290.0
13422,planta 4,exterior,2,80.0,True,False,Bellas Vistas,tetuan,339900,342376.35476190486,-2476.3547619048622
8620,planta 2,exterior,4,91.0,False,False,Tres Olivos - Valverde,fuencarral,240000,233609.4,6390.600000000006
15902,planta 2,exterior,3,71.0,False,False,Los Rosales,villaverde,130000,121799.98333333334,8200.016666666663
2122,planta 6,exterior,3,120.0,True,True,Goya,barrio de salamanca,778000,842575.0,-64575.0
3639,planta 1,exterior,1,45.0,True,False,San Isidro,carabanchel,116900,148273.47,-31373.47
12792,planta 1,exterior,2,92.0,True,True,Rejas,san-blas,305000,437341.66666666674,-132341.66666666674
7682,planta 4,exterior,3,111.0,False,False,Ventas,ciudad lineal,246400,247874.67142857146,-1474.6714285714552
6705,planta 2,exterior,3,92.0,True,False,Trafalgar,chamberi,750000,726015.0,23985.0
10271,planta 7,exterior,3,100.0,True,True,Águilas,latina,294000,292709.5,1290.5
5659,planta 4,exterior,3,89.0,True,False,Prosperidad,chamartin,395000,400900.0,-5900.0
11376,planta 1,exterior,2,85.0,False,False,Numancia,puente-de-vallecas,199500,156607.50000000003,42892.49999999997
6941,planta 5,exterior,5,232.0,True,False,Vallehermoso,chamberi,1150000,1141090.0,8910.0
10309,chalet,exterior,6,400.0,False,True,Chalet pareado en El Plantío,moncloa,850000,1119880.0,-269880.0
1509,planta 2,exterior,3,175.0,True,True,Recoletos,barrio de salamanca,2000000,1662750.0,337250.0
5955,planta 3,interior,4,205.0,True,False,Almagro,chamberi,1250000,1328592.0,-78592.0
14377,planta 2,exterior,3,100.0,True,True,Orcasitas,usera,289000,272548.14,16451.859999999986
6185,planta 6,interior,2,160.0,True,True,Almagro,chamberi,1475000,1338082.0,136918.0
13246,planta 2,exterior,3,61.0,False,False,Hellín,san-blas,155000,171933.85,-16933.850000000006
15805,planta 1,exterior,2,43.0,False,False,Villaverde Alto,villaverde,115000,85285.33333333331,29714.666666666686
12292,planta 1,interior,2,54.0,False,False,Pacífico,retiro,210000,224265.0,-14265.0
12551,planta 1,exterior,3,150.0,True,False,Niño Jesús,retiro,795000,822880.0,-27880.0
7255,planta 4,exterior,2,52.0,True,False,Quintana,ciudad lineal,115200,158992.87,-43792.869999999995
221,planta 2,exterior,4,160.0,True,True,Legazpi,Arganzuela,749000,733846.13,15153.869999999995
13854,bajo,exterior,4,120.0,True,False,Cuzco-Castillejos,tetuan,379900,507389.29,-127489.28999999998
3485,planta 4,interior,3,60.0,False,False,Opañel,carabanchel,135000,138358.89,-3358.890000000014
13514,planta 2,exterior,2,99.0,True,False,Valdeacederas,tetuan,298000,295965.0,2035.0
10030,planta 3,exterior,2,62.0,False,False,Puerta del Ángel,latina,149000,162796.3333333333,-13796.333333333314
15640,planta 3,exterior,2,54.0,False,False,Los Ángeles,villaverde,148000,140129.32333333333,7870.676666666666
5792,planta 2,exterior,2,71.0,False,False,Ciudad Jardín,chamartin,248999,254807.83749603177,-5808.837496031774
12408,planta 7,exterior,3,88.0,True,False,Estrella,retiro,360000,422914.0,-62914.0
10740,planta 1,exterior,6,364.0,True,True,Argüelles,moncloa,2300000,2148761.6666666665,151238.3333333335
15118,bajo,exterior,1,45.0,True,False,Casco Histórico de Vicálvaro,vicalvaro,129000,141662.0,-12662.0
4087,planta 2,exterior,3,77.0,True,False,Palacio,centro,345000,348370.0,-3370.0
5070,planta 2,exterior,1,77.0,False,False,Ciudad Jardín,chamartin,350000,328991.655,21008.344999999972
8401,planta 1,exterior,6,214.0,True,False,Pilar,fuencarral,697000,687980.0,9020.0
2930,planta 2,exterior,4,127.0,True,False,Vista Alegre,carabanchel,264000,251110.99,12889.01000000001
3739,planta 2,exterior,3,104.0,True,False,Malasaña-Universidad,centro,550000,544771.6666666666,5228.333333333372
12417,planta 4,interior,4,120.0,True,False,Ibiza,retiro,576000,592962.0,-16962.0
6042,planta 4,exterior,4,361.0,True,True,Almagro,chamberi,2495000,2558550.0,-63550.0
1555,planta 2,interior,4,239.0,True,False,Fuente del Berro,barrio de salamanca,890000,969225.0,-79225.0
2269,planta 1,exterior,5,303.0,True,False,Goya,barrio de salamanca,1495000,1608630.0,-113630.0
6394,planta 1,exterior,4,178.0,True,False,Nuevos Ministerios-Ríos Rosas,chamberi,1295000,1150740.0,144260.0
4660,planta 3,exterior,3,185.0,True,False,Malasaña-Universidad,centro,835000,849745.0,-14745.0
5909,sotano,interior,1,65.0,True,False,Almagro,chamberi,397000,414446.6666666666,-17446.666666666628
11429,planta 1,exterior,3,70.0,False,False,Entrevías,puente-de-vallecas,139000,134703.0,4297.0
8751,planta 1,exterior,3,125.0,True,True,Las Tablas,fuencarral,500000,520214.9815873015,-20214.981587301474
831,planta 7,exterior,5,688.0,True,True,Ático en Castellana,barrio de salamanca,7500000,7273450.0,226550.0
3099,planta 2,exterior,3,69.0,False,False,Puerta Bonita,carabanchel,165000,158942.5,6057.5
3660,casa,exterior,5,222.0,False,False,Opañel,carabanchel,450000,470565.77142857143,-20565.771428571432
9207,planta 7,exterior,4,182.0,True,True,Valdebebas - Valdefuentes,hortaleza,800000,816141.6666666665,-16141.666666666511
10591,planta 2,exterior,4,131.0,True,True,Aravaca,moncloa,590000,586607.0,3393.0
11635,bajo,interior,1,60.0,True,False,Entrevías,puente-de-vallecas,128500,123582.0,4918.0
12581,planta 5,exterior,5,130.0,True,False,Pacífico,retiro,495000,491420.0,3580.0
2865,planta 5,exterior,2,57.0,False,False,Comillas,carabanchel,139000,139863.3,-863.2999999999884
1893,planta 9,interior,1,59.0,True,False,Lista,barrio de salamanca,450000,439090.0,10910.0
10799,planta 1,exterior,5,300.0,True,True,Dúplex en Aravaca,moncloa,1240000,1203340.0,36660.0
7874,planta 2,exterior,3,75.0,True,False,San Pascual,ciudad lineal,240000,262841.33166666667,-22841.331666666665
6712,planta 5,exterior,2,75.0,False,False,Almagro,chamberi,338000,421580.0,-83580.0
1494,planta 1,interior,1,75.0,True,False,Castellana,barrio de salamanca,435000,484319.96,-49319.96000000002
5299,planta 3,exterior,2,182.0,True,True,Nueva España,chamartin,1240000,1239460.0,540.0
12883,planta 7,exterior,3,107.0,True,True,Ático en Simancas,san-blas,545000,566600.0,-21600.0
6953,planta 1,exterior,5,539.0,True,False,Almagro,chamberi,2700000,2820900.0,-120900.0
12442,planta 8,exterior,2,88.0,True,False,Estrella,retiro,765000,642301.0,122699.0
10323,planta 11,exterior,4,137.0,True,False,Ciudad Universitaria,moncloa,655000,650611.0,4389.0
13254,planta 4,exterior,3,184.0,True,False,Simancas,san-blas,499000,548661.98,-49661.97999999998
6834,planta 8,exterior,5,280.0,True,True,Vallehermoso,chamberi,1559000,1735778.0,-176778.0
5918,planta 2,exterior,3,79.0,False,False,Almagro,chamberi,449000,463680.9,-14680.900000000023
7728,planta 1,exterior,2,82.0,True,True,Quintana,ciudad lineal,380500,365952.95333333337,14547.046666666633
12525,planta 1,interior,4,123.0,True,False,Ibiza,retiro,580000,589842.32,-9842.319999999949
14431,planta 3,interior,2,83.0,True,False,Moscardó,usera,236000,241110.48476190475,-5110.4847619047505
10352,planta 2,exterior,1,60.0,False,False,Argüelles,moncloa,385000,348152.03571428574,36847.96428571426
15957,planta 5,exterior,3,69.0,True,False,San Cristóbal,villaverde,130000,127712.8,2287.199999999997
8203,planta 7,exterior,3,83.0,True,False,Tres Olivos - Valverde,fuencarral,315000,299957.94666666666,15042.053333333344
8204,planta 4,exterior,3,194.0,True,True,Arroyo del Fresno,fuencarral,825000,906431.99,-81431.98999999999
14275,planta 1,interior,2,36.0,True,False,Berruguete,tetuan,115000,139492.8,-24492.79999999999
8049,planta 3,exterior,3,60.0,False,False,Pueblo Nuevo,ciudad lineal,150000,156424.2,-6424.200000000012
6232,planta 1,interior,2,64.0,True,False,Almagro,chamberi,443000,415961.64666666667,27038.353333333333
9603,planta 2,exterior,3,133.0,False,True,Puerta del Ángel,latina,329900,321376.75551948056,8523.24448051944
13904,planta 1,exterior,3,94.0,True,True,Berruguete,tetuan,339000,321471.03,17528.969999999972
11669,bajo,exterior,1,71.0,True,False,San Diego,puente-de-vallecas,199000,218020.0,-19020.0
13476,semi-sotano,exterior,2,21.0,False,False,Bellas Vistas,tetuan,78500,78213.98,286.0200000000041
13561,planta 5,exterior,4,81.0,True,False,Cuatro Caminos,tetuan,370000,392958.35,-22958.349999999977
4304,bajo,exterior,1,80.0,True,False,Palacio,centro,350000,344500.0,5500.0
5277,planta 10,exterior,3,140.0,True,False,Castilla,chamartin,470000,552783.9328571429,-82783.93285714288
7641,planta 1,exterior,4,168.0,True,False,San Juan Bautista,ciudad lineal,858000,836242.14,21757.859999999986
9519,planta 4,exterior,3,112.0,True,True,Sanchinarro,hortaleza,460000,492737.5,-32737.5
15398,bajo,exterior,1,84.0,True,False,Dúplex en Casco Histórico de Vallecas,villa-de-vallecas,165000,196955.0,-31955.0
9953,bajo,exterior,1,43.0,True,False,Campamento,latina,164768,153559.16,11208.839999999997
6375,planta 2,interior,2,55.0,False,False,Trafalgar,chamberi,289000,294065.0,-5065.0
9536,planta 4,exterior,2,101.0,True,True,Sanchinarro,hortaleza,410000,430371.78,-20371.780000000028
6606,planta 1,exterior,1,25.0,True,False,Trafalgar,chamberi,138000,155950.0,-17950.0
3372,planta 2,exterior,2,74.0,True,False,Opañel,carabanchel,157000,193314.86666666664,-36314.86666666664
7436,planta 7,exterior,3,105.0,True,False,Ventas,ciudad lineal,395000,360245.5,34754.5
14318,planta 2,interior,4,100.0,True,False,Cuatro Caminos,tetuan,540000,512727.0,27273.0
12653,bajo,exterior,1,78.0,True,True,Rejas,san-blas,235000,280290.3333333334,-45290.33333333337
1880,planta 1,exterior,3,129.0,True,False,Goya,barrio de salamanca,1080000,1080000.0,0.0
7504,planta 1,exterior,3,151.0,True,True,Costillares,ciudad lineal,665000,656729.0,8271.0
9753,planta 4,exterior,3,84.0,True,False,Águilas,latina,188500,202944.99,-14444.98999999999
1323,planta 6,interior,2,73.0,True,False,Guindalera,barrio de salamanca,330000,342890.0,-12890.0
13071,planta 4,exterior,3,89.0,True,True,Canillejas,san-blas,195000,338887.33333333326,-143887.33333333326
15062,planta 3,exterior,3,76.0,False,False,Casco Histórico de Vicálvaro,vicalvaro,199000,192098.35833333337,6901.641666666634
12935,planta 1,exterior,2,85.0,True,True,Rejas,san-blas,338000,351842.5,-13842.5
3960,planta 4,interior,1,34.0,False,False,Lavapiés-Embajadores,centro,165000,163275.0,1725.0
5674,planta 3,exterior,1,72.0,True,False,Bernabéu-Hispanoamérica,chamartin,650000,546998.94,103001.06000000006
8821,planta 4,exterior,3,170.0,True,True,Dúplex en Arroyo del Fresno,fuencarral,1050000,811821.0,238179.0
15070,planta 8,exterior,2,96.0,True,True,El Cañaveral,vicalvaro,276390,290548.9,-14158.900000000023
8276,planta 3,exterior,4,144.0,True,True,Montecarmelo,fuencarral,630000,602030.0,27970.0
15877,planta 2,exterior,3,72.0,False,False,Villaverde Alto,villaverde,140000,130999.99,9000.009999999995
15896,planta 6,exterior,3,84.0,True,False,Los Ángeles,villaverde,146000,171386.66666666663,-25386.666666666628
1572,planta 2,exterior,1,60.0,True,False,Recoletos,barrio de salamanca,435000,492773.3333333334,-57773.33333333337
12631,planta 5,exterior,3,177.0,True,True,Rosas,san-blas,549000,559241.98,-10241.979999999981
13684,planta 3,exterior,1,79.0,True,False,Ventilla-Almenara,tetuan,405000,398900.0,6100.0
15300,planta 3,exterior,4,117.0,True,False,Santa Eugenia,villa-de-vallecas,419000,358927.08,60072.919999999984
3829,planta 4,exterior,2,126.0,True,False,Chueca-Justicia,centro,960000,941360.0,18640.0
2795,bajo,exterior,1,35.0,False,False,Opañel,carabanchel,109000,111302.3,-2302.300000000003
5956,planta 3,exterior,2,86.0,True,False,Almagro,chamberi,800000,765058.0,34942.0
15466,planta 2,exterior,2,50.0,False,False,Casco Histórico de Vallecas,villa-de-vallecas,80500,107927.49,-27427.490000000005
10738,planta 1,exterior,5,123.0,True,False,Argüelles,moncloa,735000,697714.0,37286.0
11010,planta 4,exterior,2,65.0,False,False,Vinateros,moratalaz,197000,196278.56666666665,721.4333333333489
15026,planta 3,exterior,2,75.0,True,True,El Cañaveral,vicalvaro,245000,236345.23809523802,8654.761904761981
15818,planta 3,exterior,2,70.0,False,False,Los Rosales,villaverde,127000,127517.0,-517.0
14543,planta 2,exterior,2,80.0,True,True,12 de Octubre-Orcasur,usera,225000,225970.6733333333,-970.6733333333104
15165,planta 4,exterior,2,90.0,True,True,Casco Histórico de Vallecas,villa-de-vallecas,225500,226517.79999999996,-1017.7999999999593
6346,planta 5,exterior,3,140.0,True,False,Arapiles,chamberi,825000,815619.8333333335,9380.166666666511
4747,planta 2,exterior,1,33.0,False,False,Malasaña-Universidad,centro,152000,168420.41428571424,-16420.414285714243
9384,planta 2,exterior,3,150.0,True,True,Sanchinarro,hortaleza,660000,644615.0,15385.0
7675,planta 8,exterior,2,75.0,True,False,Concepción,ciudad lineal,225000,256767.12698412704,-31767.12698412704
3473,semi-sotano,interior,2,58.0,False,False,San Isidro,carabanchel,85000,95233.7,-10233.699999999997
8380,planta 5,exterior,3,131.0,True,True,Ático en Las Tablas,fuencarral,667000,663163.0,3837.0
14252,entreplanta,exterior,2,65.0,True,True,Bellas Vistas,tetuan,349000,307313.0,41687.0
15333,planta 1,exterior,3,114.0,True,False,Santa Eugenia,villa-de-vallecas,225000,236923.72,-11923.720000000001
11336,bajo,exterior,2,73.0,False,False,San Diego,puente-de-vallecas,133000,140039.99,-7039.989999999991
5087,planta 1,exterior,2,121.0,True,False,Bernabéu-Hispanoamérica,chamartin,749000,826664.2,-77664.19999999995
9305,planta 2,exterior,3,140.0,True,False,Conde Orgaz-Piovera,hortaleza,923000,871363.0,51637.0
8184,planta 2,exterior,4,123.0,True,True,Peñagrande,fuencarral,379000,548593.64,-169593.64
8316,planta 4,exterior,4,129.0,True,True,Las Tablas,fuencarral,580000,593224.9342857143,-13224.934285714291
5063,planta 4,exterior,2,92.0,True,False,Ciudad Jardín,chamartin,596920,525863.35,71056.65000000002
15560,planta 1,exterior,3,75.0,True,False,San Cristóbal,villaverde,138000,130910.0,7090.0
10597,planta 4,exterior,4,170.0,True,False,Argüelles,moncloa,725000,824298.36,-99298.35999999999
12584,planta 2,exterior,2,185.0,True,False,Jerónimos,retiro,1800000,1570630.0,229370.0
10458,casa,exterior,4,302.0,False,True,Chalet adosado en El Plantío,moncloa,835000,904440.0,-69440.0
13863,planta 1,interior,1,30.0,False,False,Valdeacederas,tetuan,99000,127035.9,-28035.899999999994
4840,planta 5,exterior,5,174.0,True,True,Nueva España,chamartin,1125000,1094952.0,30048.0
4091,planta 3,exterior,5,293.0,True,False,Malasaña-Universidad,centro,1875000,1667390.0,207610.0
6713,planta 1,exterior,4,189.0,True,False,Vallehermoso,chamberi,790000,932584.0,-142584.0
11776,chalet,exterior,4,248.0,False,False,Portazgo,puente-de-vallecas,539000,527749.9,11250.099999999977
15645,planta 4,exterior,2,58.0,False,False,San Cristóbal,villaverde,143000,129414.0,13586.0
14948,planta 3,exterior,2,75.0,True,True,El Cañaveral,vicalvaro,225000,236345.23809523802,-11345.238095238019
14166,planta 3,exterior,3,85.0,False,False,Bellas Vistas,tetuan,280000,282890.0,-2890.0
15927,planta 4,exterior,2,59.0,False,False,San Cristóbal,villaverde,68000,89260.0,-21260.0
11504,planta 2,exterior,3,53.0,False,False,Numancia,puente-de-vallecas,163000,129598.35,33401.649999999994
6609,planta 2,interior,2,107.0,True,False,Nuevos Ministerios-Ríos Rosas,chamberi,440000,508445.0,-68445.0
15742,planta 1,exterior,3,107.0,True,False,Los Ángeles,villaverde,199900,233113.95,-33213.95000000001
3225,planta 3,exterior,2,82.0,False,False,Vista Alegre,carabanchel,165000,157714.16666666666,7285.833333333343
13214,planta 4,exterior,3,130.0,True,True,Rejas,san-blas,450000,422826.6641666666,27173.335833333374
9638,chalet,exterior,5,253.0,False,True,Puerta del Ángel,latina,650000,624010.0,25990.0
11714,planta 1,exterior,1,37.0,True,False,San Diego,puente-de-vallecas,119500,120474.86,-974.8600000000006
9817,bajo,exterior,3,112.0,True,False,Águilas,latina,198000,206965.22,-8965.220000000001
15176,bajo,exterior,3,126.0,True,False,Casco Histórico de Vallecas,villa-de-vallecas,217000,224178.07,-7178.070000000007
7485,semi-sotano,exterior,1,90.0,True,False,Concepción,ciudad lineal,180000,321344.0,-141344.0
8803,planta 2,exterior,3,130.0,True,False,Pilar,fuencarral,400000,404679.95,-4679.950000000012
3876,planta 3,exterior,2,99.0,True,False,Huertas-Cortes,centro,875000,761549.0,113451.0
1380,bajo,interior,1,60.0,False,False,Goya,barrio de salamanca,350000,351476.6666666666,-1476.6666666666279
8046,planta 1,exterior,3,110.0,True,False,Ventas,ciudad lineal,264000,264000.0,0.0
2414,planta 4,exterior,3,98.0,True,False,Goya,barrio de salamanca,557500,576900.0,-19400.0
13239,casa,exterior,4,100.0,False,False,Chalet adosado en Canillejas,san-blas,265000,645450.0,-380450.0
1642,planta 3,exterior,4,307.0,True,False,Castellana,barrio de salamanca,2300000,2371700.0,-71700.0
12211,planta 6,interior,3,120.0,True,False,Ibiza,retiro,535000,560648.0,-25648.0
14327,bajo,exterior,1,29.0,False,False,Bellas Vistas,tetuan,124000,123283.00000000001,716.9999999999854
10576,planta 4,exterior,2,65.0,False,False,Valdezarza,moncloa,226000,224377.16,1622.8399999999965
8284,planta 2,exterior,7,456.0,True,True,Peñagrande,fuencarral,1288870,1279432.3,9437.699999999953
13410,planta 3,exterior,2,103.0,True,False,Cuzco-Castillejos,tetuan,495000,529574.0,-34574.0
13737,planta 1,exterior,3,130.0,True,False,Cuzco-Castillejos,tetuan,950000,937820.0,12180.0
2522,entreplanta,exterior,2,80.0,True,False,Goya,barrio de salamanca,695000,638302.3809523811,56697.61904761894
1906,planta 4,interior,4,94.0,True,False,Goya,barrio de salamanca,557500,567065.0,-9565.0
11400,planta 1,interior,2,34.0,False,False,San Diego,puente-de-vallecas,128900,119329.0,9571.0
10295,chalet,exterior,5,272.0,False,True,Chalet adosado en Aravaca,moncloa,948000,1112330.0,-164330.0
14338,bajo,exterior,2,130.0,False,True,Dúplex en Valdeacederas,tetuan,415000,463826.5,-48826.5
2592,planta 5,exterior,4,165.0,True,False,Goya,barrio de salamanca,799000,801960.0,-2960.0
6630,planta 2,interior,1,32.0,True,False,Trafalgar,chamberi,204700,194256.0,10444.0
3666,bajo,exterior,3,108.0,False,False,Abrantes,carabanchel,215000,217605.32666666663,-2605.3266666666314
3873,planta 1,exterior,1,123.0,True,False,Malasaña-Universidad,centro,870000,719264.98,150735.02000000002
9158,planta 4,exterior,4,180.0,True,True,Palomas,hortaleza,860900,855084.1059523809,5815.894047619076
7337,bajo,exterior,2,58.0,True,False,Ventas,ciudad lineal,144900,156265.0,-11365.0
9227,planta 1,exterior,2,104.0,True,True,Sanchinarro,hortaleza,430000,444818.33,-14818.330000000016
